word,category,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
mamma,game,0.298483,0.335076,0.233266,0.036590,-0.067899,-0.043811,-0.017345,-0.020771,-0.050439,-0.016448,-0.136743,-0.002016,0.046075,0.010520,0.155952,-0.120308,0.017679,0.021766,-0.051072,-0.084141,-0.006763,-0.006753,-0.041952,0.048095,-0.060913,-0.005484,0.059805,-0.000148,0.015590,-0.014007,0.017707,-0.037688,-0.073514,-0.028705,-0.047372,0.015434,-0.016948,-0.011731,0.013754,0.030012,-0.012006,-0.009092,0.046826,-0.001598,-0.105154,0.018795,-0.046963,-0.023334,0.026300,0.015616,-0.017826,0.052388,0.022831,-0.068818,0.032023,0.035546,-0.040234,-0.023338,-0.027324,-0.023683,0.034858,0.066190,-0.043520,-0.064700,0.027410,0.032482,-0.034872,0.026959,-0.012663,-0.002433,-0.019962,-0.070458,-0.022460,-0.041462,-0.048051,-0.045332,-0.008263,-0.041400,0.051816,-0.029908,0.055424,0.016024,-0.040236,-0.007486,-0.007090,-0.013775,-0.023232,0.013809,-0.006017,0.004967,-0.055834,0.009175,-0.006914,-0.027008,0.009079,0.034006,-0.011993,0.030448,0.007383,-0.005534
make,game,0.555286,0.460245,0.194162,-0.098092,-0.001022,0.086602,0.080445,0.410784,-0.068296,0.109850,0.016205,0.049610,-0.048428,-0.196173,-0.021954,-0.182982,-0.025612,0.009219,0.035111,-0.097125,-0.184862,0.084128,0.203641,0.077149,0.173087,-0.000267,-0.092015,-0.128037,-0.054128,-0.073550,0.036683,0.065964,-0.063045,-0.089544,-0.060094,-0.073349,-0.068325,-0.131981,-0.164064,-0.081996,0.028331,-0.011505,0.043437,-0.046546,0.132229,-0.048448,-0.126262,-0.201770,0.003264,0.029166,0.122806,-0.038204,0.128322,-0.122742,-0.121174,0.159000,0.132329,0.008549,-0.029805,-0.094262,0.047295,-0.068651,0.087141,0.043835,0.223821,-0.037492,-0.036467,0.098323,-0.161941,0.136952,0.246526,-0.020158,0.134248,0.164222,-0.009542,0.079777,-0.068969,0.027438,0.022159,0.033015,-0.001877,-0.099887,-0.000411,0.085603,-0.020118,-0.019202,0.008968,0.071983,-0.086334,0.020081,0.035800,-0.002639,0.069218,0.020455,-0.086097,0.019694,-0.025281,-0.011677,-0.026000,-0.035316
stockholm,game,-0.236826,0.107625,-0.146979,0.131276,0.080606,-0.051518,-0.069442,-0.078371,-0.036172,-0.021282,-0.008300,0.008458,0.041758,0.015910,-0.013738,-0.069215,-0.071531,0.031723,0.041861,0.004914,0.054311,0.065332,0.054585,0.062984,0.007571,-0.056359,-0.005480,-0.021142,-0.003594,0.009838,-0.010475,-0.050937,0.031474,-0.005022,0.043291,-0.034810,-0.041307,0.005688,0.014025,0.007734,0.019708,-0.017669,0.022306,0.047575,0.048778,-0.005215,0.000947,-0.013100,0.008407,0.004286,0.031997,-0.002354,0.039825,0.022470,-0.006475,0.008119,-0.019450,0.008963,-0.003165,0.024577,0.060405,-0.012799,-0.017311,-0.021618,-0.024629,-0.005436,-0.032581,-0.003746,-0.021559,0.012645,0.026001,0.007317,0.001007,0.012122,-0.010857,0.036372,-0.060452,0.049884,-0.002240,0.022875,0.008646,-0.024683,0.027452,0.031016,-0.027413,0.017248,-0.011534,0.034484,-0.033397,0.017494,-0.029056,-0.015835,-0.019133,-0.018504,-0.022224,-0.027919,0.037827,-0.011006,0.025896,0.001207
pappa,game,0.322195,0.363239,0.227164,0.062107,-0.034853,0.000353,-0.042272,-0.018999,-0.038040,0.019038,-0.038780,0.009694,0.004626,0.028438,0.219311,-0.047242,0.024509,0.034831,0.030489,-0.058228,0.067771,0.019634,-0.061575,-0.009333,-0.072325,0.026417,0.007814,0.032654,0.018520,-0.005985,0.046823,-0.074165,-0.064674,-0.033924,0.028968,0.004021,0.041541,-0.079710,0.006290,-0.021369,-0.034724,0.017988,0.097195,-0.021337,-0.101016,0.021339,0.000624,-0.002716,0.048297,0.010976,-0.073195,0.028540,0.049499,-0.053726,0.050307,0.032931,-0.003814,-0.037604,-0.020691,0.013975,-0.005766,0.070994,-0.018289,-0.036089,0.086451,0.038326,-0.029703,0.008246,0.000356,-0.002216,-0.012261,-0.015918,0.006917,-0.021283,-0.019045,-0.036109,-0.007595,-0.035431,0.033423,-0.023344,0.086350,0.034234,-0.001948,0.018543,-0.009359,-0.019967,0.008073,-0.017956,0.006956,0.015837,-0.031328,-0.003403,0.055526,-0.041574,0.028355,0.008311,-0.016291,0.019513,-0.006325,0.022759
dotter,game,0.189454,0.316361,0.268237,0.038286,-0.006648,0.084202,0.007056,0.045149,-0.007830,0.040685,-0.095835,0.004089,0.034267,-0.000642,0.008049,-0.047779,0.051359,0.023991,-0.045837,-0.022045,-0.001967,-0.062547,-0.021676,0.053729,-0.045774,-0.002823,0.063559,-0.029304,0.010828,0.044196,0.031520,0.032134,0.007141,-0.013204,0.028577,-0.017544,-0.085976,-0.008217,-0.000364,-0.021445,-0.007807,-0.054719,-0.001320,-0.009721,0.032230,-0.062370,-0.057905,0.029048,-0.046230,0.028039,0.014118,-0.008766,0.034595,-0.052978,-0.043417,0.025919,-0.052343,0.024218,0.088011,-0.048099,0.057974,-0.022233,-0.024270,-0.030445,-0.035476,-0.040431,0.047263,-0.034783,0.027168,-0.038638,0.007831,-0.002430,-0.027520,-0.014372,0.000622,0.005213,-0.020961,0.024123,-0.008725,-0.011136,0.008120,-0.019272,-0.051250,-0.003457,-0.012973,-0.008062,0.032597,-0.019572,0.012155,-0.030712,-0.033047,-0.009090,-0.046271,0.047234,-0.001236,0.015731,0.016433,0.023192,0.010331,-0.015616
son,game,0.910899,0.835872,0.534814,0.028348,0.042753,0.030626,0.190371,0.171166,0.018738,0.086408,0.218863,0.025890,-0.045270,-0.110031,0.025818,0.121113,0.161413,0.040848,0.098546,0.178701,-0.105150,-0.065492,0.102988,0.027389,0.006644,0.004106,0.001335,0.056761,-0.039926,0.148179,0.182039,-0.098252,0.081806,0.024970,0.184923,-0.063173,-0.018315,-0.181902,-0.011343,-0.145300,-0.058374,0.029238,0.030720,-0.005289,0.049260,-0.191255,-0.096267,0.261114,-0.023723,-0.045709,-0.034024,-0.047200,0.120503,-0.014603,-0.066512,0.061666,0.062991,0.113475,0.091907,-0.021670,0.095372,0.095316,0.085492,0.010211,-0.125244,-0.084098,0.140930,-0.202656,0.168497,0.068712,0.006109,0.007813,-0.078755,-0.024093,0.042417,-0.035065,0.001802,0.016932,-0.004137,0.090573,-0.050220,-0.035142,-0.107874,0.030647,0.035731,0.061138,0.003960,-0.055485,0.133947,0.001152,-0.004068,-0.030588,-0.134177,-0.049722,-0.061447,-0.015051,0.056070,0.028179,0.056637,-0.067851
jätte,game,0.023417,-0.061036,0.037533,-0.029683,-0.173659,-0.171821,0.086325,-0.197234,-0.146458,-0.091665,0.064287,-0.041857,0.023349,0.127554,0.076946,-0.067109,-0.032037,-0.065593,-0.182261,-0.032290,0.040497,-0.202865,0.083510,0.003639,0.001262,0.034321,0.036228,-0.010177,0.061693,0.162542,0.026209,-0.025670,-0.069803,0.181816,-0.038993,-0.035080,-0.020526,0.067528,-0.010661,0.032653,-0.052106,-0.023756,0.149391,-0.028811,-0.092578,0.012363,-0.074890,0.041108,0.045516,-0.175589,-0.061279,-0.112216,0.029692,0.028988,-0.079886,0.018908,-0.023969,0.054939,0.078040,-0.032503,-0.101071,0.023027,0.022606,0.028518,0.027588,-0.075171,-0.034605,-0.055385,-0.032586,-0.046163,-0.018728,0.067502,-0.007625,0.018224,0.091945,-0.011672,0.026234,0.006278,-0.056957,-0.008411,0.075930,-0.052577,-0.088721,-0.057821,-0.049343,0.029479,-0.028154,0.055858,0.030087,-0.036417,0.043735,-0.076388,-0.080715,-0.002113,0.005209,0.018403,0.064218,-0.012937,0.006869,-0.035541
internet,game,-0.136283,-0.020340,-0.001700,0.048635,-0.010357,-0.006969,-0.138073,0.045173,0.024152,0.014953,0.004227,0.023462,-0.028239,-0.022667,0.005488,0.020479,0.026830,0.008459,0.020268,-0.000280,-0.023658,-0.032115,-0.003653,0.007209,0.004195,-0.001579,0.005092,0.013076,0.037441,-0.073228,-0.013768,-0.033522,-0.031934,0.056981,-0.013202,-0.097531,-0.013251,-0.079694,0.000904,0.056376,0.019032,-0.044709,-0.030995,0.030681,-0.027198,-0.009035,0.046365,0.017322,-0.044402,-0.033048,0.011572,0.030577,0.021410,0.068373,-0.007249,-0.048867,-0.071415,-0.011626,-0.005291,-0.018744,-0.041182,0.016076,-0.061404,0.008564,0.023252,0.015551,0.004380,-0.028105,-0.065441,0.007948,0.013055,-0.073937,0.049190,0.003665,0.020076,0.005388,-0.007336,-0.038171,-0.021538,-0.011212,-0.020868,-0.027155,0.029261,-0.004403,-0.023278,-0.018865,0.018881,-0.048387,0.006237,0.027648,0.021613,-0.025418,-0.034887,-0.006215,-0.028765,-0.041980,-0.018419,-0.008725,0.019454,0.024037
otroligt,game,-0.148457,-0.097185,0.135733,-0.016701,-0.087619,-0.009581,0.068989,-0.054099,-0.114334,-0.022421,0.032680,-0.065453,0.040496,0.009059,0.053777,-0.084724,-0.013057,-0.064989,-0.079693,0.033237,0.008754,-0.114382,0.074279,-0.043509,-0.010897,0.011518,0.021290,-0.007030,0.029894,0.083731,0.021586,-0.032697,-0.006347,0.087914,-0.035847,-0.035893,0.026782,0.031976,-0.032798,0.001870,-0.045337,-0.065155,0.052226,0.050878,-0.019700,0.014745,-0.025117,-0.004973,0.038257,-0.031953,-0.015029,-0.046214,0.026203,0.022622,-0.049981,0.028362,-0.040857,0.029954,0.022326,-0.023698,-0.033109,-0.011296,-0.007982,0.017762,0.026092,0.018877,-0.040680,-0.031162,-0.027713,-0.011086,-0.037096,0.002009,0.018739,0.043193,0.043541,0.001205,0.016212,-0.004760,-0.048172,0.007176,0.009124,0.040802,-0.007993,-0.043812,-0.004410,-0.007407,0.008998,0.018868,-0.005809,-0.023329,0.029608,-0.065768,-0.000441,0.023673,0.021161,-0.016927,0.028300,-0.006511,0.020844,-0.008913
usa,game,-0.119662,0.313614,-0.714167,0.465560,0.366908,-0.953614,-0.354976,-0.244608,-0.241915,0.218020,0.062167,-0.164364,0.049858,-0.322265,0.439330,0.040888,-0.223536,0.208531,0.074157,-0.054961,-0.326921,-0.424222,-0.098533,0.064677,-0.105297,-0.058208,-0.182484,-0.076028,0.081089,-0.155090,0.004405,-0.008810,-0.099580,0.032202,-0.081010,0.082415,0.001897,-0.108644,0.064739,-0.035132,0.109453,0.023485,0.041052,-0.159511,0.081291,-0.153623,0.158931,-0.004939,0.043199,0.009776,-0.158216,-0.016451,0.015738,-0.017929,-0.016295,0.026894,0.019477,0.002091,0.064080,-0.092264,-0.008154,0.002196,0.042940,-0.035543,-0.010358,0.017196,0.068821,0.143280,0.020468,-0.011544,0.019127,0.012086,0.022409,-0.013171,-0.038927,0.056983,0.055986,-0.047221,0.004110,0.010402,-0.005906,0.002740,-0.030987,-0.031253,0.093119,-0.024675,0.009641,-0.037945,0.026473,-0.078504,0.057534,0.013386,-0.066112,-0.026594,0.047808,-0.056519,-0.005872,-0.005617,0.022077,-0.050757
trött,game,0.068928,-0.081804,0.128786,-0.072752,-0.258593,-0.139425,0.059428,-0.115876,-0.160732,-0.157085,0.080087,-0.119545,0.108656,0.000258,0.062071,-0.101922,-0.065673,-0.262398,-0.048302,0.045220,0.084949,0.081346,-0.051085,0.042691,0.015302,0.017551,-0.101826,-0.027431,0.133186,0.090835,0.072481,-0.153109,0.060391,-0.001539,0.087849,-0.068028,0.067813,-0.011415,-0.067021,0.001873,0.071667,-0.028148,-0.014235,-0.081490,-0.070125,0.121232,-0.073638,-0.012628,-0.003200,0.029859,0.138778,-0.023765,0.043344,-0.047146,-0.041994,-0.027550,-0.039986,0.064144,-0.004201,-0.005591,-0.011428,-0.009277,-0.019961,0.048859,-0.031308,0.036165,0.010785,-0.003469,0.029420,-0.117998,0.018860,0.049250,-0.006888,0.023430,-0.160720,-0.000119,0.017793,-0.047176,-0.024257,0.045381,-0.036993,0.028970,0.025478,-0.000708,0.125803,0.089278,-0.042476,0.098232,0.001046,0.038957,-0.032265,0.013547,0.056736,-0.118032,-0.060671,-0.031593,-0.033583,-0.017403,-0.037176,0.042372
himla,game,-0.039068,-0.132610,0.147192,-0.033797,-0.215062,-0.200162,0.139557,-0.110017,-0.156903,-0.138692,0.016018,-0.118716,0.055073,0.083281,0.053778,-0.176077,-0.059004,-0.150090,-0.181838,-0.026220,0.017183,-0.159567,0.112936,-0.051699,0.005324,-0.003519,-0.000730,-0.007141,-0.005286,0.166547,-0.008732,-0.050415,-0.057316,0.147092,-0.063814,-0.041729,0.053089,0.043837,-0.019490,0.048641,-0.049639,-0.088309,0.091361,0.020850,-0.031030,0.011514,-0.062238,0.034786,0.044972,-0.071898,-0.061121,-0.173266,0.049323,0.028667,-0.084284,0.049473,-0.060968,0.085687,0.024389,-0.036733,-0.021997,0.022074,0.036376,-0.009182,0.036532,0.016034,-0.083121,-0.050143,-0.011973,-0.016699,-0.050806,0.094607,-0.008510,0.061523,0.019579,0.049385,0.059814,0.021819,-0.025846,-0.022986,0.030910,0.016675,-0.073769,-0.119573,-0.021797,0.007226,-0.031671,0.047255,0.047570,-0.046644,0.057771,-0.046282,-0.004857,-0.009371,-0.026546,0.007383,0.042442,0.012197,-0.022484,-0.013166
spel,game,0.170191,-0.288115,-0.027686,0.062762,-0.079389,0.000848,-0.269114,0.219308,0.158532,0.160012,0.279655,-0.012927,0.052746,-0.013055,0.122461,-0.037970,0.158905,-0.049024,0.073057,0.044440,0.044561,-0.045952,-0.087438,-0.114060,-0.091129,0.120334,0.194381,0.131597,0.127638,-0.027438,0.022112,0.132828,0.028875,0.148218,0.051796,-0.207091,-0.037769,-0.009221,-0.061005,0.059428,0.086048,0.033357,0.070670,0.086887,0.073675,-0.002281,0.129114,-0.000494,0.006402,-0.162721,-0.042478,0.105508,-0.078065,0.084220,0.102155,-0.162417,0.101388,-0.169537,0.029468,0.066385,0.010280,-0.110190,-0.033057,-0.015467,0.040200,0.047511,0.084574,-0.086380,-0.150860,-0.156092,-0.077903,-0.110018,-0.124160,0.076946,0.044816,-0.012400,-0.207204,-0.088950,-0.097082,0.210475,-0.007808,0.113569,-0.045987,0.053512,-0.070749,0.015541,-0.027532,0.020909,-0.019435,-0.107303,-0.073675,0.024402,-0.028150,0.024208,0.010131,0.099842,-0.081823,-0.070717,0.078418,0.023851
malmö,game,-0.115588,0.157580,-0.359796,0.289879,0.195144,-0.358973,-0.038301,-0.178736,0.005006,-0.048517,0.047828,0.076242,0.102051,0.050812,0.030000,-0.174165,-0.271417,0.094841,0.119879,0.059210,0.165550,0.295254,0.197288,0.113066,0.034572,-0.132279,0.183253,0.037768,-0.081784,-0.000275,0.002517,-0.072936,0.130681,-0.091007,0.167295,-0.086252,-0.105842,0.005059,-0.070031,0.127727,0.042253,-0.045333,-0.057657,0.100368,-0.043636,-0.042516,0.038004,-0.056881,0.046281,0.100486,-0.087832,0.068108,-0.019877,0.048421,-0.093180,-0.059347,0.004189,-0.010980,-0.053476,0.059677,0.097217,0.059235,0.026143,0.040034,-0.042723,-0.031100,-0.099006,0.003253,-0.032948,0.050634,0.034532,0.003122,0.029002,0.006279,0.018206,-0.017645,0.020912,-0.006084,-0.018500,0.008052,0.060793,-0.004737,-0.028242,-0.018277,-0.049854,0.029551,-0.051339,0.034902,-0.028962,-0.032953,-0.058892,0.080280,-0.006459,0.014293,-0.040053,0.029251,0.042941,0.018705,0.009750,-0.034075
därifrån,game,-0.120598,-0.046821,0.078621,0.114400,-0.004929,0.009306,-0.000438,0.015985,-0.115064,-0.016183,-0.074186,-0.018801,-0.003980,0.046455,-0.034954,0.029844,-0.031074,-0.004475,0.012419,0.023083,0.030277,-0.045958,-0.038642,0.007189,-0.044968,-0.015724,0.018524,-0.025228,0.003247,0.010765,-0.039965,-0.055346,0.036222,0.018934,0.023724,-0.062829,-0.036906,-0.029870,0.005832,-0.001229,-0.018679,-0.015427,-0.023673,-0.013698,-0.012081,0.007121,0.014966,-0.013771,0.027134,-0.005523,0.023797,0.010140,-0.014037,0.006544,-0.031427,0.051473,-0.035901,-0.070997,-0.012625,0.017371,-0.056670,0.028347,0.013768,0.056082,-0.020043,0.001247,0.030509,-0.001742,-0.002707,-0.001395,-0.012298,0.008542,-0.003072,0.023091,0.005746,-0.027827,0.002306,-0.029712,-0.017641,0.001997,-0.006113,-0.005399,0.000081,-0.011193,-0.043341,-0.036228,0.020751,0.010144,0.006108,0.005626,-0.001494,-0.015398,-0.018614,0.021996,0.026354,0.003447,0.023536,0.001463,-0.042321,-0.025667
far,game,0.979422,0.666862,0.353537,0.015891,0.147215,-0.019152,0.259510,0.358036,-0.226970,0.150541,0.191156,0.094458,-0.112841,-0.225325,0.252957,-0.029228,0.022738,0.119122,0.102117,0.095176,0.142596,0.136755,-0.044588,-0.042044,-0.251830,-0.223514,0.051847,0.316203,-0.018131,-0.113516,-0.004498,-0.213401,0.276957,0.037770,0.018301,-0.097233,0.081908,-0.200576,0.029305,-0.049918,-0.080913,-0.155244,-0.162425,-0.064051,0.076469,0.051872,0.032719,0.077325,0.033040,-0.159047,0.048692,-0.089389,-0.237210,0.077097,-0.092095,0.002007,-0.005153,-0.058842,-0.023273,0.092934,0.003060,0.175311,0.098758,0.145142,0.006571,0.016393,-0.033353,0.103403,0.020006,0.037740,0.097411,0.097269,0.113924,0.097528,-0.031851,0.148909,0.010558,-0.017208,-0.112368,-0.169007,-0.057460,-0.126660,0.082969,0.022032,-0.012571,0.006007,0.112682,-0.014153,0.088441,0.017918,0.043481,-0.072644,-0.094831,-0.080832,0.077845,0.005525,0.029691,-0.001489,0.002544,-0.062238
syster,game,0.193269,0.343786,0.200631,0.093890,-0.013937,0.045527,0.014993,0.040086,-0.039410,0.057614,-0.107328,0.022056,0.028308,0.016791,0.053892,-0.055512,0.002608,0.045128,-0.032018,-0.061282,0.025031,-0.057158,-0.001258,0.030202,-0.028136,-0.019507,0.067174,-0.055706,0.032776,0.019526,-0.019846,0.037843,0.024131,-0.029455,0.025356,-0.024772,-0.035784,0.059434,0.026629,0.007241,-0.018484,0.015138,0.055800,0.031613,-0.025982,0.024109,-0.015947,0.025828,-0.037497,0.000475,0.005875,0.045955,0.024208,-0.004115,-0.002906,-0.027192,-0.046017,0.011133,0.063112,0.000132,-0.003116,-0.012647,-0.014453,-0.032085,0.041509,-0.013151,-0.016028,0.002440,-0.026436,-0.015680,-0.012485,-0.053556,0.022066,-0.025819,-0.049040,0.019252,0.016501,0.004235,0.028140,-0.012611,0.039625,-0.005813,-0.028412,-0.010373,-0.031698,-0.005607,-0.024726,0.013095,0.005074,-0.071071,-0.039705,0.030851,-0.020026,-0.002318,-0.012274,0.010086,-0.005925,0.021096,0.028408,0.031361
bad,game,0.543883,-0.203535,0.043567,0.111540,-0.316085,-0.340545,-0.007273,0.564087,-0.127179,0.082038,-0.025079,0.148753,-0.158996,0.100043,0.029363,0.617382,0.009662,-0.185635,-0.107541,-0.194065,0.587743,-0.504219,0.370907,0.058896,0.627135,-0.067630,0.048447,0.019355,0.202322,-0.467145,0.109713,-0.143812,-0.030956,-0.519314,-0.026913,-0.021826,-0.048412,-0.074945,0.001080,-0.021984,0.092852,0.331937,-0.112072,0.258828,0.087339,-0.031883,-0.099936,-0.017355,0.111781,0.169854,0.025482,-0.183501,-0.038158,0.016179,0.058611,0.046591,0.037208,0.004998,0.064495,-0.025134,-0.072619,0.016078,-0.094455,-0.160608,-0.037022,-0.005325,0.008747,0.065576,-0.001939,-0.035723,-0.182681,0.046738,0.053337,-0.013694,0.092625,-0.018708,0.068534,-0.009386,-0.073357,0.049015,-0.035876,-0.004961,0.108980,0.009698,0.036307,0.028277,0.054738,0.095491,0.016198,-0.035562,-0.072459,-0.051449,-0.087535,-0.015312,0.002707,-0.034145,-0.005865,0.123217,0.002594,-0.027218
bror,game,0.578875,0.576758,0.372115,0.126984,0.045196,0.005092,0.036156,0.033941,-0.045307,0.168534,0.033843,0.031387,-0.024889,-0.004942,0.112242,0.021532,0.038622,0.032572,0.094978,-0.015999,0.054474,0.002097,0.025784,-0.054755,0.038523,0.013839,0.036892,-0.048905,-0.001196,0.090664,0.066986,-0.027929,-0.032419,0.022712,0.148043,-0.060935,0.053199,-0.033141,0.041124,-0.076012,-0.048700,0.106117,0.139088,-0.006056,-0.050467,-0.015232,0.065799,0.092613,0.016016,-0.012071,-0.088067,0.024307,0.111750,0.094684,0.100982,-0.039132,0.033384,-0.024743,0.070672,0.064986,-0.039838,0.034021,0.067069,-0.021997,0.095383,0.025643,0.040826,-0.085582,-0.033835,0.041911,-0.005799,0.014069,0.010899,0.046451,-0.059340,0.036199,0.051927,-0.032832,0.033020,0.029505,0.059148,0.000285,-0.005687,0.036882,-0.037629,0.003202,-0.060168,0.064759,0.035185,-0.074583,-0.073412,0.046342,-0.021003,-0.076729,-0.016037,-0.037667,-0.017034,0.001477,0.041404,0.032305
fest,game,0.266932,-0.049507,-0.056465,-0.110599,-0.000916,-0.180840,-0.221542,0.162004,0.244601,-0.186394,-0.016911,0.018950,0.199191,0.329281,0.041567,-0.286073,-0.093382,-0.016046,0.072046,-0.049107,0.026002,0.048946,0.193132,-0.050982,0.067205,-0.103214,0.035147,-0.175851,0.100039,-0.009038,-0.230755,0.356091,0.001134,-0.066539,0.226354,0.089639,-0.050593,0.040510,0.042534,0.053362,-0.193744,0.020310,0.081931,-0.237419,-0.072434,-0.129519,0.238720,-0.022247,0.171372,0.144023,0.081629,-0.030038,0.168730,0.096448,0.013989,-0.069967,0.044308,0.008368,0.027670,0.024202,-0.202395,0.025765,0.051584,0.047824,0.045427,-0.144579,0.105810,0.079625,0.052406,-0.135310,-0.023626,0.093606,-0.005146,-0.090348,-0.096913,-0.006354,-0.052318,0.038898,-0.103749,-0.041691,0.036675,-0.009241,0.036832,0.060558,0.056645,0.165969,0.078929,-0.193990,0.107286,-0.020473,0.005088,-0.066940,0.100167,-0.033343,0.029239,0.015837,0.043128,0.040068,0.052275,0.070963
