Word,Vector
Mauri Hermundsson,-0.002252404112368822 0.04518028348684311 0.021680094301700592 -0.017956899479031563 -0.0073155611753463745 0.04837634786963463 0.0023637202102690935 0.01587558723986149 -0.014419766142964363 0.020539984107017517 0.01898566074669361 -0.014334446750581264 -0.01204981654882431 -0.01198053639382124 -0.013923375867307186 0.012395143508911133 0.015152187086641788 0.006329222582280636 -0.013577982783317566 0.023027362301945686 0.011093326844274998 0.04347992315888405 0.005145301576703787 -0.011475506238639355 0.028234126046299934 0.005929783917963505 -0.010838831774890423 0.01592838764190674 -0.015739263966679573 -0.01692894473671913 0.020765691995620728 0.0015711075393483043 -0.00791194662451744 0.01644699089229107 0.0045587457716465 0.013539762236177921 0.014769087545573711 0.0035239013377577066 -0.012535836547613144 0.01656741462647915 0.002868914743885398 0.003872757777571678 -0.023285776376724243 0.16156522929668427 -0.04826654866337776 0.05821307748556137 0.006643671076744795 -0.03527975082397461 -0.005861056037247181 -0.020843252539634705 -0.02500465139746666 -0.0009990101680159569 0.01593306101858616 -0.043425120413303375 0.009238618426024914 -0.014076785184442997 0.004157833755016327 0.026757091283798218 -0.027046293020248413 0.011162823997437954 -0.01113842986524105 0.020735956728458405 -0.006685479544103146 -0.007019610144197941 0.01451896969228983 0.00817873701453209 0.01940169744193554 0.010383800603449345 -0.015794293954968452 0.0006339375395327806 0.025507021695375443 -0.011870563961565495 0.03358924016356468 -0.007691868580877781 -0.019653763622045517 -0.013575201854109764 -0.027488408610224724 -0.02281826175749302 0.009432029910385609 -0.007249102927744389 0.013905121944844723 0.019228709861636162 0.01616102270781994 -0.0033098584972321987 -0.017439380288124084 0.006376784294843674 0.006206891033798456 -0.007676822133362293 0.006816406734287739 0.00297646876424551 -0.028380468487739563 -0.00015735031047370285 -0.005394722800701857 0.01437926571816206 0.003955902066081762 -0.00813966989517212 0.030631568282842636 -0.002496483735740185 -0.00418474106118083 0.0025973364245146513
JLC,0.08781511336565018 0.18430586159229279 -0.0038614682853221893 0.3395918011665344 -0.13455982506275177 -0.21908527612686157 0.15927377343177795 -0.15417547523975372 -0.1031598299741745 0.2670974135398865 0.4143129587173462 -0.30208370089530945 0.08725713938474655 -0.09972292184829712 0.05898864194750786 0.17229290306568146 0.043022722005844116 0.24122501909732819 0.05804293975234032 0.22121870517730713 0.15978610515594482 -0.3134385347366333 -0.036160796880722046 -0.0859488919377327 -0.14319168031215668 -0.12538814544677734 0.18035583198070526 -0.15575078129768372 -0.017953265458345413 0.06122304126620293 0.2302054762840271 0.017087874934077263 -0.13855557143688202 -0.09085014462471008 -0.09754349291324615 0.010578584857285023 -0.014203020371496677 -0.09315097332000732 0.09271664172410965 -0.052923910319805145 0.05261260271072388 -0.0007279040291905403 -0.16240531206130981 0.05270206183195114 -0.053034890443086624 -0.1527854949235916 0.1395193636417389 -0.04840764403343201 -0.11718981713056564 0.12325185537338257 0.11984048783779144 0.1412161886692047 0.17233125865459442 -0.0688236653804779 -0.013290971517562866 -0.035079315304756165 -0.24132609367370605 -0.0717543363571167 -0.08914831280708313 0.004357189871370792 0.08857342600822449 -0.025125080719590187 -0.1333954781293869 0.005356257315725088 -0.11452004313468933 -0.05404088646173477 0.03568717837333679 -0.1444276124238968 -0.20871812105178833 0.051821593195199966 0.044392772018909454 0.18157482147216797 -0.08763626217842102 0.125117227435112 0.041125863790512085 -0.06463934481143951 0.08886124193668365 0.03814702853560448 -0.009158189408481121 -0.01718754880130291 0.02344169095158577 -0.12560893595218658 0.04734298586845398 0.17946642637252808 0.04631182551383972 -0.0087435906752944 0.017053579911589622 -0.09098318219184875 -0.0655161440372467 -0.05816065892577171 0.010708615183830261 0.060633767396211624 0.004938041791319847 -0.010182861238718033 -0.03266028314828873 -0.03333074599504471 -0.024134865030646324 0.015351183712482452 0.09127230942249298 0.15635406970977783
Riks,-0.0566970556974411 0.09253913164138794 0.39647579193115234 0.01824256405234337 -0.15584544837474823 -0.1468074917793274 0.06363719701766968 -0.10065905749797821 0.15640339255332947 -0.09523387998342514 0.017120227217674255 -0.23610737919807434 0.037818655371665955 0.012468380853533745 0.09720243513584137 0.11850585788488388 -0.00839005783200264 0.03313716500997543 -0.05173522233963013 -0.3142765164375305 -0.05974782630801201 -0.02621999755501747 0.045166976749897 0.046700358390808105 0.11698564887046814 -0.062136679887771606 0.028611665591597557 -0.08491387218236923 -0.07195772230625153 -0.15036220848560333 -0.032369114458560944 -0.0014632148668169975 -0.1491382122039795 -0.012562613934278488 0.00827447697520256 0.09186473488807678 0.08791809529066086 0.06643800437450409 0.0947665199637413 0.010827998630702496 0.030178677290678024 0.016156885772943497 -0.007487679831683636 0.37754353880882263 -0.026563536375761032 0.061464011669158936 0.11536850780248642 -0.0303269624710083 -0.04686988890171051 -0.10290096700191498 0.006609681993722916 0.007514787372201681 0.1175103411078453 -0.03560798615217209 -0.1367076337337494 0.04912792891263962 0.034790560603141785 -0.004501442890614271 0.08525564521551132 0.1142551600933075 -0.34114885330200195 -0.06550305336713791 0.053818266838788986 0.04546084254980087 -0.15891219675540924 -0.06490212678909302 0.014156466349959373 0.07519789040088654 0.016337579116225243 0.0016292731743305922 -0.055315837264060974 0.10912322998046875 -0.036201026290655136 -0.031698718667030334 -0.013500462286174297 -0.05247432738542557 -0.09005121886730194 0.09802810847759247 0.05541406199336052 0.09648668020963669 -0.08755186200141907 -0.25282564759254456 0.0008376303012482822 0.00724308704957366 -0.17878125607967377 0.09733294695615768 -0.03188394010066986 0.026442809030413628 0.007016148418188095 0.03964965417981148 -0.015501130372285843 0.01680728979408741 -0.005624811165034771 0.04293845593929291 -0.05440821498632431 0.05081607401371002 0.05682302638888359 0.24308298528194427 0.08669653534889221 -0.019258353859186172
IJustWantToBeCool,-0.013049440458416939 0.06750127673149109 -0.011638878844678402 0.019191507250070572 -0.03101610206067562 0.0007477160543203354 0.005016692448407412 -0.008028829470276833 0.014354320243000984 0.02648255042731762 0.022568069398403168 -0.0413469597697258 -0.00952575821429491 -0.023959478363394737 -0.034013401716947556 -0.027348428964614868 0.0044160885736346245 0.020380351692438126 -0.021169885993003845 -0.006325899623334408 0.030552467331290245 0.03790882229804993 -0.013976311311125755 0.01990465261042118 0.008851996622979641 -0.003962638322263956 0.0008253217674791813 0.03558221459388733 -0.013727150857448578 -0.004362110979855061 -0.01743405871093273 -0.038053616881370544 0.007255729753524065 0.045133672654628754 0.0016991528682410717 0.03035486489534378 -0.0256882905960083 -0.0024284683167934418 -0.0057817427441477776 0.019479721784591675 -0.013365260325372219 -0.007478712126612663 0.001276523806154728 0.1002795547246933 -0.00931265577673912 0.021706443279981613 0.022112080827355385 0.00337308831512928 -0.010646536014974117 0.007573956623673439 -0.007839227095246315 -0.008538827300071716 -0.0025609612930566072 0.02411278896033764 -0.008980866521596909 -0.008551793172955513 0.015015287324786186 0.012568973004817963 0.015049662441015244 -0.01913478411734104 -0.03550563007593155 0.005494274199008942 0.02419777400791645 0.005879719275981188 0.028606340289115906 -0.01071453932672739 -0.025508064776659012 -0.012540023773908615 0.005837047006934881 -0.0093507906422019 -0.017713986337184906 -0.010332649573683739 0.01693323813378811 -0.004726065322756767 -0.008044920861721039 0.025419332087039948 -0.02913135103881359 0.011776252649724483 -0.011239802464842796 0.013010689057409763 0.010728131979703903 -0.006870895624160767 0.005310878157615662 -0.018861621618270874 0.01279551349580288 0.0033450345508754253 0.00469831982627511 -0.023638473823666573 -0.010077184066176414 0.010173175483942032 -0.008200034499168396 -0.0023574011866003275 -0.0071263741701841354 0.0036004623398184776 -0.016580987721681595 0.01746683567762375 0.024259760975837708 -0.002189492806792259 -0.020108729600906372 -0.03287540748715401
Emil Hansius,-0.059669602662324905 0.05772457644343376 0.027522319927811623 -0.01451314426958561 -0.017192436382174492 0.096842460334301 -0.03766145184636116 0.06156026944518089 -0.0072547378949820995 0.040873996913433075 -0.0012883901363238692 -0.040110912173986435 0.016930434852838516 -0.02192259579896927 0.012985988520085812 -0.03312346339225769 0.016326691955327988 0.024169249460101128 0.008105040527880192 -0.009377099573612213 -0.007575158961117268 -0.0016173027688637376 -0.01335566770285368 -0.024907415732741356 0.011698253452777863 0.013537183403968811 0.00939945038408041 0.0034368664491921663 0.022979173809289932 0.002524407347664237 0.017530914396047592 -0.017302077263593674 -3.7440284359036013e-05 0.0250796377658844 0.00541690131649375 -0.025772705674171448 0.014151873998343945 -0.005518556572496891 0.00032827258110046387 0.00506747467443347 0.028144001960754395 0.000606551009695977 0.009638937190175056 0.26128077507019043 0.005620505660772324 0.07956377416849136 -0.016583142802119255 -0.008124901913106441 -0.017500383779406548 -0.020492563024163246 -0.017993440851569176 -0.017965922132134438 -0.008689328096807003 -0.011038153432309628 0.005070229526609182 -0.007908928208053112 0.005838880315423012 0.009133430197834969 0.000784082745667547 -0.031660545617341995 0.00943959690630436 0.023187046870589256 0.0017060600221157074 -0.02160293608903885 0.019390348345041275 -0.016412576660513878 -0.014377362094819546 0.01309804804623127 0.001148552866652608 0.0049652657471597195 -0.031870026141405106 -0.004455766174942255 0.08297660201787949 -0.005748926196247339 -0.04476400837302208 -0.03485103324055672 0.008173891343176365 0.007297375239431858 0.007676390465348959 -0.0045453323982656 0.023026421666145325 -0.04117889329791069 0.026192769408226013 0.01818336918950081 -0.00626366725191474 0.011496340855956078 -0.02005445770919323 0.030087798833847046 0.017742011696100235 0.012101921252906322 -0.029675399884581566 0.015376339666545391 -0.03773786127567291 0.007717669941484928 0.048759978264570236 0.0367952436208725 0.042795609682798386 -0.0039629824459552765 -0.002927332418039441 -0.03469821810722351
Försvarsmakten,-0.08282516151666641 -0.01565638743340969 0.0732770636677742 -0.027609605342149734 -0.04833636060357094 0.004348653834313154 -0.030827846378087997 -0.007249912712723017 -0.026558229699730873 -0.02033788338303566 0.017311569303274155 -0.009767972864210606 0.026562882587313652 0.00741235539317131 0.025133594870567322 0.012504764832556248 -0.00024386553559452295 0.02102568745613098 -0.018177054822444916 -0.013000928796827793 0.027417900040745735 0.04646575450897217 -0.0051284837536513805 -0.0034876943100243807 -0.015350705944001675 -0.009118563495576382 -0.004668881185352802 -0.017555536702275276 0.0012252653250470757 -0.002316277241334319 0.01359181385487318 0.0022743481677025557 0.004359448794275522 0.050269965082407 -0.046022579073905945 -0.004814346320927143 0.014405595138669014 -0.01714719459414482 0.024530675262212753 -0.02811664529144764 -0.021536702290177345 -0.02402792125940323 -0.03559456393122673 0.10428965836763382 0.014573780819773674 0.020341167226433754 0.054849639534950256 0.017960254102945328 -0.01875324547290802 0.017807835713028908 0.02453024685382843 -0.05540093779563904 0.006560833193361759 0.01743234507739544 -0.05849336087703705 0.007166048977524042 -0.041757579892873764 0.028597958385944366 0.029021453112363815 0.027055509388446808 0.00876600667834282 0.03108004294335842 -0.026989802718162537 0.001272240886464715 -0.013487976975739002 -0.04908875375986099 0.034490104764699936 -0.03818443790078163 0.001278475858271122 0.056799717247486115 -0.023241717368364334 0.029527055099606514 -0.002502228831872344 -0.010198627598583698 -0.008740151301026344 0.017427442595362663 -0.017634432762861252 0.010514909401535988 0.036474596709012985 0.023914871737360954 0.04317270964384079 0.04174227640032768 0.013276305049657822 -0.017076414078474045 0.029611511155962944 -0.02615462616086006 0.021873839199543 -0.026284392923116684 0.01401213463395834 0.0002063163265120238 -0.016304876655340195 0.0061101452447474 0.0017280172323808074 0.0153647530823946 -0.026637649163603783 -0.016868945211172104 0.006270484998822212 0.025649620220065117 -0.0172740388661623 -0.021885275840759277
Henrik Jönsson,-0.042517270892858505 0.04428573697805405 0.024463534355163574 -0.00934719666838646 -0.017969464883208275 0.014302032999694347 -0.020378559827804565 -0.010651293210685253 -0.0022251661866903305 0.022724956274032593 0.008582379668951035 -0.033841148018836975 0.016392862424254417 -0.00851671677082777 -0.021098800003528595 0.003187148831784725 -0.008887993171811104 0.01946224272251129 -0.019666537642478943 -0.008157545700669289 -0.011028841137886047 0.05822666734457016 -0.0054039545357227325 -0.012591749429702759 0.0032683671452105045 0.014188168570399284 0.0008427737047895789 -0.011612113565206528 0.013642577454447746 -0.01155147235840559 0.006919832434505224 0.008120350539684296 0.004785704426467419 0.005724070593714714 -0.005810159724205732 0.005938807502388954 0.015320820733904839 -0.012415396980941296 -0.01408257707953453 0.012331970036029816 -0.010561631992459297 -0.012491157278418541 -0.015427511185407639 0.2640722990036011 -0.05346379429101944 0.09685476869344711 -0.010791945271193981 -0.03001239523291588 0.004889696836471558 -0.012556901201605797 -0.039503615349531174 -0.002322861459106207 0.012186562642455101 -0.003686618059873581 -0.005235583521425724 -0.007919691503047943 0.027285337448120117 0.02260165475308895 -0.006635312922298908 0.0021881218999624252 -0.0023415591567754745 0.030995896086096764 0.009585320018231869 0.005018511787056923 -0.0027862470597028732 0.010808869265019894 0.01754577085375786 0.0016788006760179996 -0.010424332693219185 0.00949233677238226 0.004180711694061756 -0.011969725601375103 0.06898324191570282 0.005785015877336264 -0.038475990295410156 -0.04054497927427292 -0.033194247633218765 -0.01738271862268448 0.002792730461806059 0.006315913982689381 -0.01604863628745079 0.006626167334616184 -0.004535335581749678 -0.00201384536921978 -0.029377570375800133 -0.01113540306687355 0.0003762245178222656 -0.005140441004186869 0.006852379068732262 0.019622284919023514 -0.03783170506358147 -0.019547738134860992 -0.03393702954053879 -0.007438912056386471 0.002169074025005102 0.0067364866845309734 0.04558397829532623 -0.00894554890692234 -0.006251608952879906 -0.005860644392669201
Vänsterpartiet,-0.061618197709321976 0.006852725520730019 0.066275954246521 -0.02232128009200096 -0.045516237616539 0.033971238881349564 0.017185945063829422 -0.045397598296403885 -0.0032736053690314293 -0.03298052400350571 -0.03228030353784561 -0.006058972794562578 0.06755632907152176 -0.00096566864522174 -0.002523857867345214 0.023450329899787903 0.006289543118327856 -0.03568891063332558 -0.05548219382762909 -0.003808974288403988 0.04500836879014969 0.051654186099767685 0.0159472469240427 0.01845349743962288 0.015091014094650745 -0.046440042555332184 0.03446025401353836 -0.0026262563187628984 0.014650109224021435 0.01811470091342926 -0.0023020862136036158 -0.02636781707406044 -0.010119603946805 0.03493780642747879 0.0027081510052084923 0.0022135721519589424 0.048741068691015244 0.009260590188205242 0.005738828331232071 -0.015462256968021393 0.05500701814889908 0.03862553834915161 -0.01128979679197073 0.11062747240066528 -0.007942065596580505 0.016547268256545067 0.04960731044411659 0.012732681818306446 -0.012731858529150486 -0.0031895048450678587 -0.011911747045814991 -0.008618732914328575 -0.018337706103920937 0.01524947676807642 -0.00962920393794775 0.040958769619464874 -0.009234890341758728 0.01870076172053814 -0.007648907136172056 -0.008944742381572723 -0.006460251752287149 -0.054382629692554474 -0.011265196837484837 -0.001039383583702147 0.018149888142943382 -0.018591105937957764 0.031958915293216705 -0.029872708022594452 0.019224591553211212 0.01497503463178873 -0.032752420753240585 0.008308731019496918 0.002447019563987851 -0.0002029435127042234 -0.011517230421304703 0.011826740577816963 -0.01968776248395443 0.012004011310636997 0.0065330383367836475 -0.010034361854195595 0.03060907870531082 -0.02252201922237873 0.013656500726938248 0.000912007293663919 0.010035859420895576 0.02587134949862957 -0.012724337168037891 -0.018834948539733887 -0.005870131775736809 0.0445171557366848 -0.017733577638864517 -0.007112521678209305 0.013598192483186722 0.002688983455300331 -0.010866789147257805 0.019406750798225403 0.01104817446321249 -0.04916113242506981 -0.014098558574914932 -0.010995998047292233
Newsner Ny,-0.026234973222017288 0.08902343362569809 -0.030103201046586037 0.07683704048395157 -0.00018171686679124832 0.019070489332079887 0.06599731743335724 -0.04191203415393829 0.00719391368329525 0.039757635444402695 -0.04209623485803604 -0.01886904053390026 0.013767869211733341 -0.017117273062467575 0.017716189846396446 -0.010268503800034523 -0.02392471395432949 -0.02126677706837654 -0.04917054623365402 0.0032825791276991367 0.04839838668704033 0.05538521334528923 -0.029279977083206177 0.0028629356529563665 -0.02194148115813732 -0.030203480273485184 -0.017828261479735374 -0.02702176757156849 -0.002108046319335699 0.03615919128060341 0.01270278450101614 -0.007307744584977627 0.015493917278945446 -0.003770655021071434 -0.029297204688191414 0.002081997925415635 0.005310418549925089 -0.018323777243494987 -0.021719269454479218 0.044604696333408356 -0.013825981877744198 0.006344961933791637 -0.04157678782939911 0.2282925248146057 -0.015699811279773712 0.057187385857105255 -0.017219800502061844 -2.8398819267749786e-05 0.01185346394777298 -0.02217142842710018 -0.03991206735372543 -0.0021866585593670607 0.015518044121563435 -0.008443883620202541 -0.03310235217213631 -0.004634339362382889 0.028390513733029366 0.009271696209907532 0.00444162730127573 -0.019319457933306694 -0.02367911860346794 0.013152451254427433 -0.008401721715927124 0.015503795817494392 -0.003570884931832552 -0.030593592673540115 0.013643832877278328 0.019799187779426575 -0.008441410027444363 0.023182233795523643 -0.028203751891851425 -0.023271532729268074 -0.006832597777247429 -0.043757304549217224 -0.023105552420020103 0.010013381019234657 -0.0321318656206131 0.0007931382860988379 -0.014577423222362995 -0.010264583863317966 0.01565665379166603 0.03211841359734535 -0.020418893545866013 -0.0282577071338892 -0.007459363900125027 0.04346689209342003 -0.02320672757923603 -0.006174989975988865 0.013578984886407852 0.026349814608693123 0.014821084216237068 -0.0070645916275680065 -0.000780079048126936 0.0002690645051188767 -0.005710090510547161 0.03902162238955498 -0.011239217594265938 -0.004191068932414055 -0.024530718103051186 -0.04072332754731178
Fredrik Andersson,-0.008069319650530815 0.026420442387461662 0.04503799229860306 -0.0003998597676400095 -0.011990637518465519 0.0362856425344944 0.02148408070206642 0.009448149241507053 0.011742490343749523 0.014047042466700077 0.024273162707686424 -0.02690241113305092 0.00560687156394124 0.013784426264464855 -0.005506115034222603 0.004078750964254141 -0.00554334232583642 0.007610947825014591 -0.011997145600616932 -0.0005423824186436832 -0.003455136902630329 0.02879108488559723 0.011495612561702728 -0.011174585670232773 0.0008713186252862215 0.008387589827179909 0.00881353858858347 -0.006157095544040203 0.003908739425241947 -0.008593784645199776 0.02916966937482357 0.004405850078910589 0.0034380750730633736 0.004240889102220535 0.0023355912417173386 0.009738202206790447 0.023147940635681152 -0.008791651576757431 -0.003787559224292636 0.008462948724627495 -0.0022206322755664587 -0.003540866309776902 -0.011336283758282661 0.21542595326900482 -0.04412437602877617 0.06869659572839737 -0.012683036737143993 -0.015287644229829311 0.0036626614164561033 -0.020914390683174133 -0.030851231887936592 -0.011260953731834888 -0.011709444224834442 0.0034876170102506876 -0.013430575840175152 -0.006156427785754204 0.019649187102913857 0.003932476043701172 -0.002731124171987176 0.010792589746415615 -0.010154975578188896 0.014459545724093914 -0.0006483314791694283 -0.008523224852979183 0.0005456804065033793 0.0008185287588275969 0.017878536134958267 0.002870158990845084 0.004519280046224594 0.014528744854032993 0.012817670591175556 -0.005358087830245495 0.056966427713632584 0.006149543449282646 -0.04450236260890961 -0.02416144497692585 -0.01177024096250534 -0.031715601682662964 -0.013179131783545017 0.006644510198384523 0.0009041548473760486 0.009325751103460789 0.011877571232616901 0.0013286466710269451 -0.010873869061470032 -0.004281225614249706 0.0030236791353672743 -0.023888906463980675 0.010357578285038471 0.02294348180294037 -0.023035841062664986 -0.0068694776855409145 -0.03804044425487518 0.002595500787720084 -2.550780845922418e-05 -0.019382638856768608 0.03282034024596214 -0.0031034371349960566 0.004225973505526781 -0.01580057106912136
konstiga bloggen,-0.06274708360433578 0.04529254883527756 -0.012176696211099625 0.0020572408102452755 -0.014766689389944077 3.180174098815769e-05 0.0035535700153559446 -0.001575531787239015 0.0031222249381244183 0.016855478286743164 0.00013239096733741462 -0.008600406348705292 -0.03212978318333626 -0.018176227807998657 -0.033143799751996994 0.002729655709117651 -0.008112389594316483 0.015204660594463348 -0.006274302955716848 0.005558333359658718 0.004485991783440113 0.0031812533270567656 -0.018098434433341026 -0.029854904860258102 0.003990478813648224 -0.006991699803620577 0.0073640188202261925 -0.018570248037576675 0.005249743815511465 -0.0015176372835412621 0.025134285911917686 -0.015432584099471569 -0.00048639014130458236 0.019686970859766006 -0.0004435155133251101 0.01727358251810074 0.00610324228182435 0.02494346722960472 -0.0007459737826138735 0.013326598331332207 -0.015044474974274635 0.004773455206304789 -0.020198320969939232 0.1626884937286377 -0.02048802375793457 0.028988078236579895 -0.010422984138131142 -0.0247614998370409 0.0021305223926901817 -0.020545655861496925 0.0029324397910386324 -0.0146605484187603 -0.0043338993564248085 -0.01943374238908291 -0.0026715288404375315 0.019421089440584183 -0.0020613893866539 -0.004593240097165108 -0.003054030006751418 0.0011907803127542138 -0.019055409356951714 0.003727514762431383 -0.0023209822829812765 -0.013255195692181587 0.0159112811088562 -0.006424253340810537 -0.01849948801100254 -0.006995686329901218 0.009404463693499565 -0.0017198823625221848 0.016644205898046494 -0.02739335224032402 -0.0018395818769931793 -0.011854604817926884 -0.01185270119458437 0.004471143241971731 -0.005887569859623909 -0.0010552327148616314 -0.014627699740231037 -0.0026794015429913998 0.02566753886640072 -0.007725911680608988 0.0054337396286427975 -0.013085642829537392 0.016087105497717857 0.016372472047805786 -0.005208916496485472 0.004294986836612225 -0.010838398709893227 0.0031622222159057856 0.017634179443120956 -0.011359422467648983 -0.02681032568216324 0.02671174332499504 0.003580533666536212 0.019420860335230827 0.011875594034790993 -0.017094675451517105 -0.008104577660560608 -0.008408129215240479
RandomMakingMovies,0.0031380243599414825 0.04928899183869362 -0.01718190126121044 0.027620337903499603 -0.020339328795671463 -0.03765400871634483 -0.047477543354034424 0.011733541265130043 -0.008589189499616623 0.050864871591329575 -0.015144201926887035 -0.02726750448346138 -0.02634402923285961 1.1333730071783066e-05 -0.028230400756001472 -0.04148907586932182 -0.026539968326687813 0.010205014608800411 -0.04743757098913193 0.010805871337652206 -0.01853630319237709 0.01212782971560955 0.014460790902376175 -0.008639952167868614 0.005808243062347174 0.021026723086833954 0.009080593474209309 -0.01827092096209526 -0.007200941443443298 -0.00917360931634903 0.036226123571395874 -0.023279855027794838 0.007199935615062714 0.030089877545833588 -0.002064516767859459 -0.001436334103345871 0.010262216441333294 0.02241635136306286 -0.010358570143580437 -0.005959070287644863 -0.009042640216648579 0.0015474939718842506 -0.02149452455341816 0.15817204117774963 0.05120575800538063 0.04330286756157875 -0.00814376212656498 0.008769259788095951 -0.020650917664170265 -0.013113788329064846 -0.021665915846824646 -0.022357769310474396 0.0010574371553957462 0.008089961484074593 -0.014342695474624634 0.029121775180101395 0.03016533888876438 0.03856688365340233 0.012072324752807617 -0.013164348900318146 -0.03234345465898514 -0.008671252988278866 -0.020144056528806686 0.0002215118147432804 0.023327481001615524 -0.005970353726297617 -0.009038005024194717 0.0024386781733483076 0.0021488494239747524 -0.006119944155216217 0.007191530894488096 -0.02102305367588997 0.006093515083193779 -0.042196255177259445 -0.034945297986269 0.024445511400699615 -0.04460309073328972 0.008474723435938358 -0.018185462802648544 0.013603981584310532 -0.009451556950807571 -0.01592601090669632 -0.018936485052108765 0.0019107090774923563 -0.009645994752645493 0.00555723812431097 0.010439499281346798 -0.004080306738615036 -0.010342149995267391 -0.001440635183826089 0.021305738016963005 -0.010886816307902336 0.002128878142684698 0.03208806365728378 -0.023274272680282593 0.009951272048056126 0.032474420964717865 0.00644509494304657 -0.015735216438770294 -0.016897546127438545
